attrib_name	TCGA.04.1331	TCGA.04.1332	TCGA.04.1336	TCGA.04.1337	TCGA.04.1341	TCGA.04.1342	TCGA.04.1346	TCGA.04.1347	TCGA.04.1348	TCGA.04.1349	TCGA.04.1350	TCGA.04.1356	TCGA.04.1357	TCGA.04.1361	TCGA.04.1362	TCGA.04.1364	TCGA.04.1365	TCGA.04.1367	TCGA.04.1514	TCGA.04.1517	TCGA.04.1519	TCGA.04.1525	TCGA.04.1530	TCGA.04.1536	TCGA.04.1542	TCGA.04.1638	TCGA.04.1646	TCGA.04.1648	TCGA.04.1649	TCGA.04.1651	TCGA.04.1652	TCGA.04.1654	TCGA.04.1655	TCGA.09.0364	TCGA.09.0366	TCGA.09.1661	TCGA.09.1662	TCGA.09.1665	TCGA.09.1666	TCGA.09.1667	TCGA.09.1668	TCGA.09.1669	TCGA.09.1670	TCGA.09.1673	TCGA.09.1674	TCGA.09.2044	TCGA.09.2045	TCGA.09.2048	TCGA.09.2050	TCGA.09.2051	TCGA.09.2053	TCGA.09.2054	TCGA.09.2056	TCGA.10.0926	TCGA.10.0927	TCGA.10.0928	TCGA.10.0933	TCGA.10.0934	TCGA.13.0714	TCGA.13.0720	TCGA.13.0723	TCGA.13.0724	TCGA.13.0751	TCGA.13.0755	TCGA.13.0757	TCGA.13.0760	TCGA.13.0766	TCGA.13.0768	TCGA.13.0791	TCGA.13.0792	TCGA.13.0797	TCGA.13.0799	TCGA.13.0800	TCGA.13.0801	TCGA.13.0802	TCGA.13.0803	TCGA.13.0805	TCGA.13.0883	TCGA.13.0884	TCGA.13.0885	TCGA.13.0886	TCGA.13.0887	TCGA.13.0888	TCGA.13.0889	TCGA.13.0890	TCGA.13.0891	TCGA.13.0893	TCGA.13.0894	TCGA.13.0900	TCGA.13.0901	TCGA.13.0903	TCGA.13.0904	TCGA.13.0905	TCGA.13.0906	TCGA.13.0908	TCGA.13.0910	TCGA.13.0911	TCGA.13.0912	TCGA.13.0913	TCGA.13.0916	TCGA.13.0919	TCGA.13.0920	TCGA.13.0921	TCGA.13.0923	TCGA.13.0924	TCGA.13.1403	TCGA.13.1404	TCGA.13.1405	TCGA.13.1407	TCGA.13.1408	TCGA.13.1409	TCGA.13.1410	TCGA.13.1411	TCGA.13.1412	TCGA.13.1477	TCGA.13.1481	TCGA.13.1482	TCGA.13.1483	TCGA.13.1484	TCGA.13.1485	TCGA.13.1487	TCGA.13.1488	TCGA.13.1489	TCGA.13.1491	TCGA.13.1492	TCGA.13.1494	TCGA.13.1495	TCGA.13.1496	TCGA.13.1497	TCGA.13.1498	TCGA.13.1499	TCGA.13.1500	TCGA.13.1501	TCGA.13.1504	TCGA.13.1505	TCGA.13.1506	TCGA.13.1507	TCGA.13.1509	TCGA.13.1510	TCGA.13.1511	TCGA.13.1512	TCGA.13.2060	TCGA.20.0987	TCGA.20.0990	TCGA.20.0991	TCGA.20.1682	TCGA.20.1683	TCGA.20.1684	TCGA.20.1685	TCGA.20.1686	TCGA.20.1687	TCGA.23.1021	TCGA.23.1022	TCGA.23.1023	TCGA.23.1026	TCGA.23.1027	TCGA.23.1028	TCGA.23.1029	TCGA.23.1030	TCGA.23.1032	TCGA.23.1107	TCGA.23.1109	TCGA.23.1110	TCGA.23.1111	TCGA.23.1113	TCGA.23.1114	TCGA.23.1118	TCGA.23.1119	TCGA.23.1120	TCGA.23.1121	TCGA.23.1122	TCGA.23.1123	TCGA.23.1124	TCGA.23.1809	TCGA.23.2072	TCGA.23.2077	TCGA.23.2078	TCGA.23.2079	TCGA.23.2081	TCGA.23.2084	TCGA.24.0966	TCGA.24.0968	TCGA.24.0970	TCGA.24.0975	TCGA.24.0979	TCGA.24.0982	TCGA.24.1103	TCGA.24.1104	TCGA.24.1105	TCGA.24.1413	TCGA.24.1416	TCGA.24.1417	TCGA.24.1418	TCGA.24.1419	TCGA.24.1422	TCGA.24.1423	TCGA.24.1424	TCGA.24.1425	TCGA.24.1426	TCGA.24.1427	TCGA.24.1428	TCGA.24.1430	TCGA.24.1431	TCGA.24.1434	TCGA.24.1435	TCGA.24.1436	TCGA.24.1463	TCGA.24.1464	TCGA.24.1466	TCGA.24.1467	TCGA.24.1469	TCGA.24.1470	TCGA.24.1471	TCGA.24.1474	TCGA.24.1544	TCGA.24.1545	TCGA.24.1546	TCGA.24.1548	TCGA.24.1549	TCGA.24.1550	TCGA.24.1551	TCGA.24.1552	TCGA.24.1553	TCGA.24.1555	TCGA.24.1556	TCGA.24.1557	TCGA.24.1558	TCGA.24.1560	TCGA.24.1562	TCGA.24.1563	TCGA.24.1564	TCGA.24.1565	TCGA.24.1567	TCGA.24.1603	TCGA.24.1604	TCGA.24.1614	TCGA.24.1616	TCGA.24.1842	TCGA.24.1843	TCGA.24.1844	TCGA.24.1845	TCGA.24.1846	TCGA.24.1847	TCGA.24.1849	TCGA.24.1850	TCGA.24.1920	TCGA.24.1923	TCGA.24.1924	TCGA.24.1928	TCGA.24.1930	TCGA.24.2019	TCGA.24.2020	TCGA.24.2023	TCGA.24.2024	TCGA.24.2026	TCGA.24.2027	TCGA.24.2029	TCGA.24.2030	TCGA.24.2033	TCGA.24.2035	TCGA.24.2036	TCGA.24.2038	TCGA.24.2254	TCGA.24.2260	TCGA.24.2261	TCGA.24.2262	TCGA.24.2267	TCGA.24.2271	TCGA.24.2280	TCGA.24.2281	TCGA.24.2288	TCGA.24.2289	TCGA.24.2290	TCGA.24.2293	TCGA.24.2297	TCGA.24.2298	TCGA.25.1312	TCGA.25.1313	TCGA.25.1314	TCGA.25.1315	TCGA.25.1316	TCGA.25.1317	TCGA.25.1318	TCGA.25.1319	TCGA.25.1320	TCGA.25.1321	TCGA.25.1322	TCGA.25.1323	TCGA.25.1324	TCGA.25.1325	TCGA.25.1326	TCGA.25.1328	TCGA.25.1329	TCGA.25.1623	TCGA.25.1625	TCGA.25.1626	TCGA.25.1627	TCGA.25.1628	TCGA.25.1630	TCGA.25.1631	TCGA.25.1632	TCGA.25.1633	TCGA.25.1634	TCGA.25.1635	TCGA.25.1870	TCGA.25.1871	TCGA.25.1877	TCGA.25.1878	TCGA.25.2042	TCGA.25.2391	TCGA.25.2392	TCGA.25.2393	TCGA.25.2396	TCGA.25.2397	TCGA.25.2398	TCGA.25.2399	TCGA.25.2400	TCGA.25.2401	TCGA.25.2404	TCGA.25.2408	TCGA.25.2409	TCGA.29.1688	TCGA.29.1690	TCGA.29.1691	TCGA.29.1693	TCGA.29.1694	TCGA.29.1695	TCGA.29.1696	TCGA.29.1697	TCGA.29.1698	TCGA.29.1699	TCGA.29.1701	TCGA.29.1702	TCGA.29.1703	TCGA.29.1705	TCGA.29.1707	TCGA.29.1710	TCGA.29.1711	TCGA.29.1761	TCGA.29.1762	TCGA.29.1763	TCGA.29.1764	TCGA.29.1766	TCGA.29.1768	TCGA.29.1769	TCGA.29.1770	TCGA.29.1771	TCGA.29.1774	TCGA.29.1776	TCGA.29.1777	TCGA.29.1778	TCGA.29.1781	TCGA.29.1783	TCGA.29.1784	TCGA.29.1785	TCGA.29.2414	TCGA.29.2425	TCGA.29.2427	TCGA.29.2428	TCGA.30.1714	TCGA.30.1718	TCGA.30.1853	TCGA.30.1855	TCGA.30.1856	TCGA.30.1857	TCGA.30.1859	TCGA.30.1860	TCGA.30.1861	TCGA.30.1862	TCGA.30.1866	TCGA.30.1867	TCGA.30.1880	TCGA.30.1887	TCGA.30.1891	TCGA.30.1892	TCGA.31.1944	TCGA.31.1946	TCGA.31.1951	TCGA.31.1953	TCGA.31.1956	TCGA.31.1959	TCGA.36.1568	TCGA.36.1569	TCGA.36.1570	TCGA.36.1571	TCGA.36.1574	TCGA.36.1575	TCGA.36.1576	TCGA.36.1577	TCGA.36.1578	TCGA.36.1580	TCGA.36.1581	TCGA.57.1582	TCGA.57.1583	TCGA.57.1584	TCGA.57.1585	TCGA.57.1586	TCGA.57.1993	TCGA.57.1994	TCGA.59.2348	TCGA.59.2350	TCGA.59.2351	TCGA.59.2352	TCGA.59.2354	TCGA.59.2355	TCGA.59.2363	TCGA.61.1721	TCGA.61.1724	TCGA.61.1725	TCGA.61.1728	TCGA.61.1733	TCGA.61.1736	TCGA.61.1737	TCGA.61.1738	TCGA.61.1740	TCGA.61.1741	TCGA.61.1743	TCGA.61.1895	TCGA.61.1899	TCGA.61.1900	TCGA.61.1901	TCGA.61.1906	TCGA.61.1907	TCGA.61.1910	TCGA.61.1911	TCGA.61.1913	TCGA.61.1914	TCGA.61.1915	TCGA.61.1917	TCGA.61.1918	TCGA.61.1919	TCGA.61.1995	TCGA.61.1998	TCGA.61.2000	TCGA.61.2002	TCGA.61.2003	TCGA.61.2008	TCGA.61.2009	TCGA.61.2012	TCGA.61.2016	TCGA.61.2088	TCGA.61.2092	TCGA.61.2094	TCGA.61.2095	TCGA.61.2097	TCGA.61.2098	TCGA.61.2101	TCGA.61.2102	TCGA.61.2104	TCGA.61.2109	TCGA.61.2110	TCGA.61.2111	TCGA.61.2113
hsa-let-7a-1	14.9067	13.4603	11.9494	12.7811	12.4028	12.5323	14.6879	11.5069	14.3911	14.7612	14.3261	13.9228	13.7995	13.6327	14.2348	13.4232	13.446	13.2171	11.9888	13.03	14.1322	14.1123	14.5144	14.9539	14.2235	14.9557	13.9137	13.9601	14.5451	13.5409	14.3092	14.4214	13.1274	10.6866	12.4647	13.2748	14.6014	13.2713	14.5089	12.6774	13.738	13.9901	14.9639	14.7011	12.3971	13.9209	14.816	13.0457	13.7799	15.0284	14.3348	13.7003	14.6143	11.7678	12.0501	13.5606	13.9172	13.0137	10.9654	14.5855	13.4523	12.9914	12.1905	14.4575	11.7122	12.2881	9.7812	14.7237	13.3357	12.8734	13.4696	12.4287	13.0898	12.9699	12.1906	13.0331	12.768	14.2396	14.1928	13.8766	14.576	11.3748	13.0303	12.8251	12.7144	12.5641	14.4272	14.4555	13.8036	14.472	13.041	12.7982	14.3861	13.9745	14.3818	13.0513	13.0934	12.4021	11.8958	11.8015	11.758	13.5181	13.0401	11.9041	12.9656	14.4696	14.5377	14.8253	13.481	14.1448	13.9095	14.0639	13.9056	15.1189	14.8876	14.2659	14.137	14.0407	14.781	14.9653	14.2771	14.8584	14.0807	14.1543	13.0069	14.5921	13.3367	14.423	14.4216	13.9132	14.0255	14.4845	14.1374	13.9243	14.1721	13.7184	14.6065	13.6966	14.998	14.0487	13.3599	13.8579	12.8788	11.6135	12.0532	14.1262	14.2968	11.6564	14.251	14.0858	15.0516	13.2988	12.1509	12.0108	15.1677	12.8806	14.204	14.5323	14.1189	13.0422	11.7901	13.2724	12.0808	14.2448	12.5954	12.5129	14.2661	13.8717	13.7684	13.6969	13.9048	13.3522	13.8087	14.7269	14.7314	14.7561	14.3288	14.9471	14.7777	14.8794	13.1436	14.631	14.3439	13.8288	13.0762	14.238	14.077	14.0693	13.7654	14.4472	14.4254	12.3374	14.4246	13.4236	14.766	14.4157	13.9767	14.0675	13.4907	14.5981	12.6165	14.344	12.8756	14.8032	14.2075	12.5795	13.9809	14.2341	14.3718	14.6422	13.2608	13.9641	14.3658	14.155	13.0099	11.7653	15.1314	13.1406	14.4394	13.1932	14.3495	14.6177	14.5247	13.7354	13.9739	13.8847	13.9748	14.4947	14.261	14.2327	13.9014	15.0043	12.5737	14.4981	13.8133	15.0816	13.0739	13.0822	14.1825	13.8931	12.4976	14.1694	15.2051	14.1151	15.3817	12.8689	15.3167	14.512	13.3298	13.5735	14.5028	13.4615	13.416	14.865	13.7558	14.4282	13.969	14.2537	13.5245	14.9397	14.656	15.0174	14.7974	14.3771	15.1346	14.849	15.0078	15.1801	14.2681	14.5203	15.0518	13.8046	14.5599	14.8858	14.3721	15.3321	13.3105	13.7488	14.143	13.9879	14.3626	13.9485	14.2054	13.5886	14.4146	13.8319	13.9105	13.9289	13.6673	13.1897	14.1655	14.852	13.4717	14.8538	14.8779	14.809	14.9818	13.6336	15.1659	14.6361	14.5343	13.1084	13.9761	14.432	12.8023	11.6274	12.1472	13.4146	14.7878	15.1916	13.9593	14.0129	15.0658	13.9859	15.3871	15.0508	14.2731	14.9334	15.4009	15.0437	15.0372	14.2425	14.8786	14.0771	13.9487	14.9794	13.7599	13.6574	14.5408	13.4391	13.8278	12.8872	12.9929	14.5009	15.2192	13.7831	14.5919	14.1275	13.0614	13.9708	13.9853	13.9032	14.2349	14.0626	14.0604	14.6395	14.3583	13.08	14.5693	12.931	13.4144	14.0405	13.6193	14.4159	14.1398	14.7166	14.1078	15.484	13.5137	13.2391	14.0355	14.0487	14.102	13.3625	15.5706	13.3618	14.8028	14.9332	14.8663	14.5457	14.9457	14.4599	14.7958	15.5041	15.0301	14.4721	15.0797	14.9058	14.9019	15.4483	14.7534	14.814	14.5187	13.8117	14.218	14.9096	14.4782	14.4476	13.4964	14.1457	14.0255	14.121	13.2355	13.2732	15.3212	15.1657	14.5963	14.8964	14.7158	13.9954	14.697	14.5452	14.8531	14.6352	14.8283	13.3731	15.3222	15.5146	14.1886	15.1587	14.2216	14.6624	14.5624	14.3102	13.5074	14.1687	13.8683	14.4171	14.3026	14.1985	14.3133	14.1613	13.0652	15.1177	14.2217	14.3009	13.2959	12.8353	14.6598	14.1078	14.6041	14.9198	14.4772	15.2461	14.7458	14.6777	14.8147	14.0256	14.6027	14.5217	15.0228	15.2006	14.8547	15.1059	14.9028	14.3542	14.3705	13.4652	14.2305	14.4403	14.7615	14.2093	14.1637
hsa-let-7a-2	15.9025	14.4802	12.996	13.7983	13.3539	13.5312	15.6883	12.5028	15.3884	15.7579	15.33	14.919	14.8021	14.623	15.2373	14.4327	14.4425	14.2148	12.9716	14.0383	15.1338	15.1224	15.52	15.9535	15.2402	15.9567	14.9113	14.9625	15.5468	14.5459	15.3064	15.4264	14.1316	11.6711	13.472	14.285	15.5851	14.2638	15.5134	13.6666	14.7361	14.9873	15.9633	15.7014	13.4035	14.9169	15.8289	14.0427	14.7817	16.0289	15.3371	14.695	15.6053	12.7449	13.0557	14.5674	14.915	14.0024	11.9768	15.5839	14.4557	13.9993	13.1523	15.4721	12.6912	13.2778	10.7869	15.726	14.335	13.8723	14.4757	13.4148	14.077	13.9772	13.2099	14.0103	13.7695	15.25	15.1924	14.8763	15.5956	12.396	14.0122	13.8339	13.7183	13.5649	15.4276	15.465	14.8062	15.4703	14.04	13.8164	15.3833	14.96	15.3798	14.0309	14.0858	13.4046	12.9394	12.8381	12.7746	14.5271	14.0413	12.9191	13.9687	15.4789	15.5443	15.8231	14.4791	15.1398	14.9108	15.0502	14.9136	16.1125	15.8994	15.2725	15.1373	15.0421	15.8002	15.9699	15.2873	15.8493	15.0789	15.1636	14.0032	15.5888	14.3274	15.4212	15.4331	14.9138	15.0334	15.4802	15.1342	14.9188	15.1674	14.7122	15.5979	14.6922	15.9964	15.043	14.3551	14.8585	13.859	12.6263	13.0292	15.1127	15.2999	12.644	15.2494	15.0797	16.0664	14.2805	13.1707	13.0254	16.1678	13.9005	15.1954	15.5302	15.1153	14.0623	12.8056	14.2885	13.0788	15.2433	13.5884	13.5121	15.2681	14.8737	14.778	14.6954	14.9061	14.3545	14.8027	15.7217	15.7308	15.7514	15.3266	15.9448	15.7796	15.8778	14.1342	15.6226	15.3496	14.8317	14.0784	15.24	15.0668	15.0607	14.7539	15.4478	15.4172	13.3569	15.4179	14.4193	15.7613	15.4085	14.9724	15.0585	14.4932	15.598	13.6477	15.3515	13.8925	15.801	15.2049	13.576	15.0054	15.2385	15.3615	15.642	14.254	14.9688	15.3679	15.1611	14.0195	12.7829	16.1363	14.142	15.4292	14.1894	15.3433	15.6233	15.5151	14.7368	14.9656	14.8765	14.9685	15.4866	15.2587	15.2279	14.9057	16.0108	13.6089	15.5089	14.8155	16.0812	14.0864	14.0993	15.1782	14.8979	13.5027	15.1646	16.2049	15.1157	16.3826	13.8713	16.3103	15.526	14.3348	14.5704	15.498	14.4594	14.4159	15.863	14.7574	15.4281	14.9704	15.2553	14.5223	15.9323	15.659	16.0173	15.796	15.3705	16.1309	15.8451	16.0046	16.1795	15.2655	15.5235	16.054	14.8083	15.5569	15.8854	15.3797	16.3334	14.3144	14.7524	15.1388	14.9787	15.3613	14.94	15.1999	14.5918	15.413	14.8247	14.9167	14.9324	14.6639	14.1855	15.1761	15.8556	14.4806	15.8449	15.8744	15.802	15.977	14.6267	16.1685	15.6287	15.5344	14.1189	14.9811	15.4283	13.8017	12.6036	13.1298	14.4181	15.7696	16.2009	14.9548	15.0302	16.0648	14.992	16.3874	16.0487	15.2707	15.9332	16.3978	16.0418	16.0354	15.2403	15.873	15.0763	14.9481	15.9745	14.7592	14.6649	15.5517	14.4336	14.8216	13.8968	14.0078	15.5017	16.2228	14.7747	15.5943	15.1324	14.0767	14.9671	14.9905	14.9077	15.2393	15.0773	15.0622	15.6294	15.352	14.0656	15.5688	13.9421	14.4172	15.0425	14.6154	15.416	15.1384	15.7167	15.113	16.4834	14.5146	14.2266	15.0336	15.0418	15.098	14.3565	16.5701	14.3509	15.8018	15.9292	15.8645	15.5374	15.9398	15.4636	15.791	16.5026	16.031	15.4705	16.0675	15.9026	15.894	16.4396	15.7565	15.8198	15.521	14.8099	15.2272	15.9074	15.4815	15.4512	14.4924	15.1625	15.031	15.1348	14.2362	14.2786	16.3167	16.1635	15.5927	15.8913	15.7116	14.9973	15.7007	15.5449	15.8564	15.6469	15.8283	14.3719	16.3198	16.5137	15.1927	16.151	15.221	15.6613	15.5544	15.3137	14.5058	15.1755	14.8711	15.405	15.3042	15.2003	15.314	15.1626	14.0741	16.1212	15.223	15.3006	14.2901	13.8361	15.6589	15.108	15.6035	15.9231	15.4783	16.2453	15.7394	15.6737	15.8198	15.032	15.6003	15.5184	16.0204	16.1979	15.8561	16.1047	15.8999	15.353	15.3644	14.4635	15.2234	15.434	15.7643	15.2029	15.1672
hsa-let-7a-3	14.9075	13.4815	11.9938	12.8144	12.3709	12.537	14.696	11.5383	14.3875	14.7649	14.3397	13.9335	13.8118	13.6486	14.237	13.4396	13.4386	13.2417	11.9934	13.0414	14.1368	14.123	14.5194	14.962	14.2483	14.9681	13.9165	13.9649	14.5599	13.5546	14.3085	14.4457	13.1528	10.7157	12.4735	13.294	14.5925	13.3041	14.514	12.6844	13.7336	13.9948	14.9686	14.7185	12.4382	13.9287	14.8206	13.0676	13.8076	15.0406	14.3415	13.7295	14.6175	11.7697	12.0984	13.5912	13.9286	13.0201	11.0185	14.5889	13.4725	12.9797	12.1632	14.4932	11.7292	12.3152	9.801	14.7376	13.3455	12.8822	13.4987	12.4088	13.1064	12.9785	12.2362	13.0255	12.796	14.2738	14.1989	13.8858	14.5996	11.3481	13.0074	12.8292	12.7349	12.5767	14.4443	14.4791	13.8243	14.4789	13.0548	12.8441	14.3966	13.9654	14.394	13.0205	13.1162	12.392	11.9426	11.8535	11.8657	13.5353	13.0167	11.9119	12.987	14.4813	14.5424	14.8211	13.4888	14.1485	13.9105	14.0677	13.9151	15.1167	14.8969	14.2827	14.1438	14.0633	14.8065	14.9825	14.2825	14.8508	14.084	14.176	13.0245	14.6089	13.3433	14.4263	14.4331	13.9143	14.0434	14.4822	14.1551	13.9289	14.1838	13.7154	14.621	13.712	15.0066	14.0355	13.4164	13.8694	12.835	11.6046	12.0363	14.1561	14.2929	11.6535	14.2599	14.1003	15.0587	13.2911	12.1297	12.0798	15.1851	12.9193	14.2152	14.5379	14.123	13.0733	11.8345	13.285	12.081	14.2499	12.6046	12.5382	14.2638	13.885	13.7798	13.7125	13.912	13.3547	13.8023	14.7236	14.7571	14.7798	14.3374	14.9592	14.7972	14.8859	13.1202	14.6301	14.3511	13.8566	13.0937	14.2445	14.075	14.0653	13.7624	14.457	14.4178	12.3588	14.4364	13.441	14.7655	14.4135	13.9794	14.0776	13.4864	14.6028	12.6769	14.3455	12.9158	14.8023	14.2165	12.5559	14.0015	14.2488	14.3551	14.6434	13.261	13.979	14.3711	14.1656	13.0252	11.8002	15.1403	13.1257	14.4322	13.2122	14.3512	14.624	14.5132	13.7566	13.9745	13.8948	13.9747	14.4891	14.2617	14.2401	13.9195	15.0058	12.614	14.5089	13.8143	15.0899	13.118	13.1058	14.1697	13.8992	12.5223	14.1793	15.2053	14.1295	15.3863	12.8902	15.3167	14.5288	13.3571	13.5809	14.5118	13.4751	13.4464	14.874	13.7758	14.4415	13.9774	14.281	13.5235	14.9691	14.6627	15.0257	14.8089	14.3721	15.1387	14.8534	15.0114	15.1867	14.2839	14.5256	15.072	13.8503	14.5738	14.8909	14.3967	15.3415	13.3266	13.7614	14.1635	14.005	14.3638	13.9527	14.2288	13.5942	14.4307	13.8449	13.9233	13.9426	13.6724	13.1968	14.1827	14.8611	13.4888	14.8635	14.8864	14.8122	14.9816	13.6376	15.1829	14.6398	14.5291	13.1246	13.9931	14.4359	12.8101	11.612	12.1901	13.4136	14.805	15.1993	13.9802	14.0273	15.0608	14.016	15.3992	15.0566	14.2832	14.9436	15.406	15.0436	15.0457	14.2473	14.8808	14.081	13.9633	14.9813	13.7821	13.6769	14.5573	13.4169	13.8131	12.9023	13.01	14.5133	15.2333	13.7877	14.6059	14.1387	13.0844	13.9991	13.9964	13.9284	14.2503	14.0728	14.0633	14.6426	14.3563	13.0844	14.5839	12.9529	13.4123	14.0414	13.6319	14.4384	14.1504	14.7224	14.122	15.485	13.5415	13.2348	14.0544	14.0399	14.1052	13.3692	15.5885	13.3599	14.808	14.9735	14.8932	14.5559	14.9502	14.4707	14.7998	15.5114	15.0452	14.4836	15.0833	14.9111	14.9051	15.4457	14.7797	14.8308	14.535	13.8081	14.232	14.9204	14.4828	14.4563	13.5037	14.151	14.053	14.1423	13.2535	13.2769	15.3193	15.1819	14.599	14.9011	14.7332	14.0161	14.7058	14.5473	14.851	14.6531	14.8456	13.3824	15.3225	15.5378	14.1961	15.1568	14.2273	14.6676	14.5664	14.3274	13.5197	14.1725	13.882	14.4161	14.3086	14.1995	14.3228	14.1788	13.1086	15.1301	14.2305	14.3048	13.3095	12.8417	14.6737	14.1185	14.6185	14.9232	14.5089	15.2467	14.7482	14.6819	14.8153	14.0525	14.62	14.5317	15.0319	15.196	14.8649	15.1162	14.9072	14.3565	14.3804	13.528	14.2539	14.4502	14.7732	14.2141	14.1751
hsa-let-7b	16.9841	16.66	16.3978	15.5923	14.8779	15.2057	16.4746	12.9293	16.8222	16.9888	17.0307	16.1367	16.1977	17.2877	16.0998	15.1156	16.3821	14.1162	14.1947	15.54	17.9322	15.7538	16.8382	16.5918	14.9678	17.009	15.9561	15.7141	17.2842	15.6391	15.8189	16.9084	14.5741	12.074	15.4683	17.127	17.0315	16.6149	16.3391	14.0678	15.949	16.5253	17.0505	16.4171	14.148	15.2579	16.6716	13.9008	15.1008	16.4812	15.7619	14.0063	16.919	13.6995	15.7612	15.5525	16.23	17.3117	14.1693	15.9002	15.7297	15.7909	14.7054	17.3278	14.7371	15.1761	13.8967	16.6039	16.4066	15.7293	16.9857	15.5569	14.6957	15.8971	13.6531	16.2825	15.9208	16.5907	16.8861	16.4045	17.2223	14.4587	16.1523	16.7752	15.2141	15.836	17.7346	16.3605	16.745	15.417	15.2551	16.0189	16.9835	16.3239	16.5141	16.1149	15.8247	15.7943	15.0034	13.8305	14.7527	15.9197	15.9384	14.0315	15.0133	17.1947	17.7755	18.1113	14.6069	17.1102	17.4059	17.215	15.8704	17.3472	17.5964	16.5979	16.3438	16.4371	17.137	17.758	16.8303	16.3986	17.1835	17.4305	14.9934	17.3833	16.4322	17.5941	17.281	16.6568	16.2501	17.1445	16.394	15.655	17.3577	15.8973	17.446	15.9185	17.3473	16.8351	14.9406	13.79	16.245	13.2482	13.5389	16.9038	17.2313	13.0368	16.5331	16.0661	16.7877	16.1508	15.4771	15.0053	17.6144	15.2171	16.9296	16.0905	15.3664	15.5998	14.1101	16.456	15.5137	16.5232	14.4712	15.6018	16.7952	16.0256	16.4492	15.0459	16.162	14.9896	16.6467	16.4866	16.7733	16.445	16.2122	16.5421	16.413	16.5485	16.485	16.6387	16.1106	16.9416	16.909	15.9282	16.5356	16.9519	16.0082	16.5925	15.6163	14.9065	16.1885	15.2666	16.8562	16.8288	15.543	16.9622	15.4207	17.4745	15.3042	16.8033	15.2011	16.829	16.7769	14.3012	15.8322	16.0585	15.5901	17.0649	16.6725	16.6031	16.6978	14.0737	15.8273	14.9712	17.57	15.2436	16.6015	14.8093	16.5091	16.5689	16.9994	15.5393	16.2097	16.1454	14.9486	16.4499	16.8782	16.9701	16.3236	16.2955	15.4263	16.4636	16.7879	17.6985	15.1963	14.4857	16.286	14.9173	14.6911	15.7563	16.8661	17.4234	16.5916	14.915	17.2565	16.3835	14.8782	15.5112	16.2822	14.4586	16.4985	17.1456	15.6185	15.5763	16.202	15.6254	14.6277	17.2658	15.6067	17.303	16.3639	14.8024	16.866	16.185	16.2678	16.1453	15.3444	15.4949	17.0654	14.648	14.7719	15.7681	15.8268	17.4971	16.2468	16.568	16.7266	15.2472	16.8879	17.4505	16.8662	15.1417	17.2985	15.6774	16.4865	16.2186	16.138	14.5972	16.1128	17.6112	15.6437	17.2053	18.1854	16.8836	17.0939	16.0602	17.9209	17.4796	16.9438	15.6152	15.256	17.1227	14.2354	13.1678	12.1239	15.3651	16.9357	16.7806	14.8672	15.151	15.9538	16.2569	17.3234	16.672	15.4351	16.4224	16.7739	16.7413	17.1041	17.4021	17.3425	16.2741	15.988	17.0533	15.4598	16.5324	16.1587	15.0318	15.7025	14.83	14.3924	16.3387	17.2646	15.5291	16.8348	15.8566	15.219	16.1549	15.5746	16.968	16.2391	16.7191	16.1876	17.8774	17.0912	15.2619	17.7261	16.139	15.1423	15.9603	16.2008	16.6822	16.0203	16.5646	15.0921	17.0502	15.3857	14.5745	17.0762	15.4029	16.9493	16.2032	18.7012	14.4366	16.3371	16.8703	16.1446	15.8347	16.9239	16.9991	16.7099	18.1262	17.3939	15.8315	16.2153	16.8872	15.9593	17.989	16.6088	16.81	16.3849	16.2489	15.7783	17.5686	15.192	16.8124	16.6956	15.1365	16.2067	16.865	14.6123	14.8303	17.5249	17.8954	15.5237	15.9464	15.1355	16.3049	16.3856	16.756	16.8922	16.1958	17.1378	14.8025	18.4498	17.3882	15.9918	17.386	16.3132	16.2054	16.4155	16.422	16.1572	15.0111	14.9477	16.712	16.9591	15.4394	17.3975	16.8378	15.7986	16.4218	16.8358	15.6949	15.2012	15.0368	16.2567	14.8303	15.9676	16.613	16.8874	16.257	16.2148	16.6118	17.1901	15.3003	16.3914	16.405	13.8497	16.2191	16.5962	17.0745	16.2074	14.6884	15.7246	13.4018	16.0695	15.94	15.197	15.4171	15.9
